location_id,province,type,city,district,village,zip_code,description
4992,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Utara (Padangsidimpuan),Tobat,22716,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Utara (Padangsidimpuan)/Tobat/22716
4993,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Utara (Padangsidimpuan),Wek II,22718,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Utara (Padangsidimpuan)/Wek II/22718
4994,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Utara (Padangsidimpuan),Wek III,22719,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Utara (Padangsidimpuan)/Wek III/22719
4995,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Utara (Padangsidimpuan),Wek IV,22719,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Utara (Padangsidimpuan)/Wek IV/22719
4996,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Selatan,Hanopan,22721,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Selatan/Hanopan/22721
4997,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Selatan,Sidangkal,22721,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Selatan/Sidangkal/22721
4998,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Selatan,Losung,22722,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Selatan/Losung/22722
4999,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Selatan,Sitamiang,22723,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Selatan/Sitamiang/22723
5000,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Selatan,Sitamiang Baru,22723,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Selatan/Sitamiang Baru/22723
5001,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Selatan,Wek V,22723,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Selatan/Wek V/22723
5002,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Selatan,Wek VI,22724,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Selatan/Wek VI/22724
5003,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Selatan,Ujung Padang,22725,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Selatan/Ujung Padang/22725
5004,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Selatan,Aek Tampang,22726,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Selatan/Aek Tampang/22726
5005,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Selatan,Padang Matinggi,22727,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Selatan/Padang Matinggi/22727
5006,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Selatan,Padang Matinggi Lestari,22727,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Selatan/Padang Matinggi Lestari/22727
5007,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Selatan,Silandit,22728,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Selatan/Silandit/22728
5008,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Aek Natas,22732,Sumatera Utara/Tapanuli Selatan/Siais/Aek Natas/22732
5009,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Dolok Gadang,22732,Sumatera Utara/Tapanuli Selatan/Siais/Dolok Gadang/22732
5010,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Gunung Baringin,22732,Sumatera Utara/Tapanuli Selatan/Siais/Gunung Baringin/22732
5011,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Hanopan,22732,Sumatera Utara/Tapanuli Selatan/Siais/Hanopan/22732
5012,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Napa,22732,Sumatera Utara/Tapanuli Selatan/Siais/Napa/22732
5013,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Pardomuan,22732,Sumatera Utara/Tapanuli Selatan/Siais/Pardomuan/22732
5014,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Perkebunan Simarpinggan,22732,Sumatera Utara/Tapanuli Selatan/Siais/Perkebunan Simarpinggan/22732
5015,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Pintu Padang,22732,Sumatera Utara/Tapanuli Selatan/Siais/Pintu Padang/22732
5016,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Siamporik Dolok,22732,Sumatera Utara/Tapanuli Selatan/Siais/Siamporik Dolok/22732
5017,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Siamporik Lombang,22732,Sumatera Utara/Tapanuli Selatan/Siais/Siamporik Lombang/22732
5018,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Sibongbong,22732,Sumatera Utara/Tapanuli Selatan/Siais/Sibongbong/22732
5019,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Sihopur,22732,Sumatera Utara/Tapanuli Selatan/Siais/Sihopur/22732
5020,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Sihuik Huik,22732,Sumatera Utara/Tapanuli Selatan/Siais/Sihuik Huik/22732
5021,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Simarpinggan,22732,Sumatera Utara/Tapanuli Selatan/Siais/Simarpinggan/22732
5022,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Sinyior,22732,Sumatera Utara/Tapanuli Selatan/Siais/Sinyior/22732
5023,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Situmbaga,22732,Sumatera Utara/Tapanuli Selatan/Siais/Situmbaga/22732
5024,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Tandihat,22732,Sumatera Utara/Tapanuli Selatan/Siais/Tandihat/22732
5025,Sumatera Utara,Kabupaten,Tapanuli Selatan,Siais,Tapian Nauli,22732,Sumatera Utara/Tapanuli Selatan/Siais/Tapian Nauli/22732
5026,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Aek Bayur,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Aek Bayur/22733
5027,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Aek Najaji,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Aek Najaji/22733
5028,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Aek Tuhul,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Aek Tuhul/22733
5029,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Baruas,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Baruas/22733
5030,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Batang Bahal,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Batang Bahal/22733
5031,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Batu Nadua Tonga,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Batu Nadua Tonga/22733
5032,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Batulayan,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Batulayan/22733
5033,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Batunadua Jae I,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Batunadua Jae I/22733
5034,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Batunadua Jae II,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Batunadua Jae II/22733
5035,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Batunadua Jae III,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Batunadua Jae III/22733
5036,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Binanga,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Binanga/22733
5037,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Gala Gala Torop,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Gala Gala Torop/22733
5038,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Galanggang,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Galanggang/22733
5039,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Goti,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Goti/22733
5040,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Gunung Manaon,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Gunung Manaon/22733
5041,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Gunung Manungkap,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Gunung Manungkap/22733
5042,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Gunungtua Pargurutan,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Gunungtua Pargurutan/22733
5043,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Hapinis,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Hapinis/22733
5044,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Huraba,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Huraba/22733
5045,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Huta Ginjang,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Huta Ginjang/22733
5046,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Huta Limbong,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Huta Limbong/22733
5047,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Huta Lombang,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Huta Lombang/22733
5048,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Hutakoje,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Hutakoje/22733
5049,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Joring Lombang,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Joring Lombang/22733
5050,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Joring Natobang,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Joring Natobang/22733
5051,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Kantin,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Kantin/22733
5052,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Labuhan Labo,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Labuhan Labo/22733
5053,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Lantosan Rogas,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Lantosan Rogas/22733
5054,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Manegen,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Manegen/22733
5055,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Manunggang Jae,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Manunggang Jae/22733
5056,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Manunggang Julu,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Manunggang Julu/22733
5057,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Marisi,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Marisi/22733
5058,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Mompang,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Mompang/22733
5059,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Pagaran Ri,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Pagaran Ri/22733
5060,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Palopat Pijorkoling,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Palopat Pijorkoling/22733
5061,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Panggulangan,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Panggulangan/22733
5062,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Panompuan Jae,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Panompuan Jae/22733
5063,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Panompuan Julu,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Panompuan Julu/22733
5064,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Panompuan Tonga,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Panompuan Tonga/22733
5065,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Pargarutan Baru,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Pargarutan Baru/22733
5066,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Pargarutan Batu,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Pargarutan Batu/22733
5067,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Pargarutan Huta Baru,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Pargarutan Huta Baru/22733
5068,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Pargarutan Jae,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Pargarutan Jae/22733
5069,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Pargarutan Julu,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Pargarutan Julu/22733
5070,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Pargarutan Tonga,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Pargarutan Tonga/22733
5071,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Pargumbangan,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Pargumbangan/22733
5072,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Pasir Ampolu,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Pasir Ampolu/22733
5073,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Perkebunan Pijorkoling,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Perkebunan Pijorkoling/22733
5074,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Pintu Langit Jae,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Pintu Langit Jae/22733
5075,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Pintu Langit Julu,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Pintu Langit Julu/22733
5076,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Pudun Jae,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Pudun Jae/22733
5077,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Pundun Julu,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Pundun Julu/22733
5078,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Purba Tua Batunadua,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Purba Tua Batunadua/22733
5079,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Purbatua Pijor Koling,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Purbatua Pijor Koling/22733
5080,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Purwodadi,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Purwodadi/22733
5081,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Rimba Soping,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Rimba Soping/22733
5082,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Salambe,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Salambe/22733
5083,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Sampean Kapar,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Sampean Kapar/22733
5084,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Sibio-Bio,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Sibio-Bio/22733
5085,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Sigulang,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Sigulang/22733
5086,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Sihail-Kail,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Sihail-Kail/22733
5087,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Sihitang,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Sihitang/22733
5088,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Sijungkang,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Sijungkang/22733
5089,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Sikail Kail,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Sikail Kail/22733
5090,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Silinggom-Linggom,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Silinggom-Linggom/22733
5091,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Siloting,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Siloting/22733
5092,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Simandalu,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Simandalu/22733
5093,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Simasom,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Simasom/22733
5094,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Simatohir BN,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Simatohir BN/22733
5095,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Simirik,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Simirik/22733
5096,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Siregar Matogu,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Siregar Matogu/22733
5097,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Sirumambe,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Sirumambe/22733
5098,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Sirumbi,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Sirumbi/22733
5099,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Sitada-Tada,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Sitada-Tada/22733
5100,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Sitorbis,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Sitorbis/22733
5101,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Sosopan Pargarutan,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Sosopan Pargarutan/22733
5102,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Tabusira,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Tabusira/22733
5103,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Tapus,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Tapus/22733
5104,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Tarutung Baru,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Tarutung Baru/22733
5105,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Tiang Aras,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Tiang Aras/22733
5106,Sumatera Utara,Kabupaten,Tapanuli Selatan,Angkola Timur (Padang Sidempuan),Ujung Gurap,22733,Sumatera Utara/Tapanuli Selatan/Angkola Timur (Padang Sidempuan)/Ujung Gurap/22733
5107,Sumatera Utara,Kabupaten,Padang Lawas Utara,Hulu Sihapas,Aek Godang,22733,Sumatera Utara/Padang Lawas Utara/Hulu Sihapas/Aek Godang/22733
5108,Sumatera Utara,Kabupaten,Padang Lawas Utara,Hulu Sihapas,Aek Nauli,22733,Sumatera Utara/Padang Lawas Utara/Hulu Sihapas/Aek Nauli/22733
5109,Sumatera Utara,Kabupaten,Padang Lawas Utara,Hulu Sihapas,Pangirkiran,22733,Sumatera Utara/Padang Lawas Utara/Hulu Sihapas/Pangirkiran/22733
5110,Sumatera Utara,Kabupaten,Padang Lawas Utara,Hulu Sihapas,Parmeraan,22733,Sumatera Utara/Padang Lawas Utara/Hulu Sihapas/Parmeraan/22733
5111,Sumatera Utara,Kabupaten,Padang Lawas Utara,Hulu Sihapas,Pintu Bosi,22733,Sumatera Utara/Padang Lawas Utara/Hulu Sihapas/Pintu Bosi/22733
5112,Sumatera Utara,Kabupaten,Padang Lawas Utara,Hulu Sihapas,Sampuran Simarloting,22733,Sumatera Utara/Padang Lawas Utara/Hulu Sihapas/Sampuran Simarloting/22733
5113,Sumatera Utara,Kabupaten,Padang Lawas Utara,Hulu Sihapas,Sidongdong,22733,Sumatera Utara/Padang Lawas Utara/Hulu Sihapas/Sidongdong/22733
5114,Sumatera Utara,Kabupaten,Padang Lawas Utara,Hulu Sihapas,Simaninggir,22733,Sumatera Utara/Padang Lawas Utara/Hulu Sihapas/Simaninggir/22733
5115,Sumatera Utara,Kabupaten,Padang Lawas Utara,Hulu Sihapas,Sitabar,22733,Sumatera Utara/Padang Lawas Utara/Hulu Sihapas/Sitabar/22733
5116,Sumatera Utara,Kabupaten,Padang Lawas Utara,Hulu Sihapas,Suka Dame,22733,Sumatera Utara/Padang Lawas Utara/Hulu Sihapas/Suka Dame/22733
5117,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Angkola Julu,Batu Layan,22733,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Angkola Julu/Batu Layan/22733
5118,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Angkola Julu,Joring Lombang,22733,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Angkola Julu/Joring Lombang/22733
5119,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Angkola Julu,Joring Natobang,22733,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Angkola Julu/Joring Natobang/22733
5120,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Angkola Julu,Mompang,22733,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Angkola Julu/Mompang/22733
5121,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Angkola Julu,Pintu Langit Jae,22733,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Angkola Julu/Pintu Langit Jae/22733
5122,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Angkola Julu,Rimba Soping,22733,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Angkola Julu/Rimba Soping/22733
5123,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Angkola Julu,Simasom,22733,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Angkola Julu/Simasom/22733
5124,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Angkola Julu,Simatohir,22733,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Angkola Julu/Simatohir/22733
5125,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Batunadua,Aek Bayur,22733,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Batunadua/Aek Bayur/22733
5126,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Batunadua,Aek Najaji,22733,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Batunadua/Aek Najaji/22733
5127,Sumatera Utara,Kotamadya,Padang Sidempuan,Padang Sidempuan Batunadua,Aek Tuhul,22733,Sumatera Utara/Padang Sidempuan/Padang Sidempuan Batunadua/Aek Tuhul/22733
